imageL,imageLn,imageR,imageRn,imageLop,imageLnop,imageRop,imageRnop,corr
FRTFaces/cropAF14NEHR.JPG,FRTFaces/noisecropAF14NEHR.JPG,FRTFaces/cropAF14NEHL.JPG,FRTFaces/noisecropAF14NEHL.JPG,0.8,0.2,0.8,0.2,left
FRTFaces/cropAM35NEHR.JPG,FRTFaces/noisecropAM35NEHR.JPG,FRTFaces/cropAM35NEHL.JPG,FRTFaces/noisecropAM35NEHL.JPG,0.8,0.2,0.8,0.2,left
FRTFaces/cropAM10NEHR.JPG,FRTFaces/noisecropAM10NEHR.JPG,FRTFaces/cropAM11NEHL.JPG,FRTFaces/noisecropAM11NEHL.JPG,0.8,0.2,0.8,0.2,right
FRTFaces/cropAM20NEHR.JPG,FRTFaces/noisecropAM20NEHR.JPG,FRTFaces/cropAM33NEHL.JPG,FRTFaces/noisecropAM33NEHL.JPG,0.8,0.2,0.8,0.2,right
FRTFaces/cropAF24NEHR.JPG,FRTFaces/noisecropAF24NEHR.JPG,FRTFaces/cropAF34NEHL.JPG,FRTFaces/noisecropAF34NEHL.JPG,0.8,0.2,0.8,0.2,right
FRTFaces/cropAM02NEHR.JPG,FRTFaces/noisecropAM02NEHR.JPG,FRTFaces/cropAM02NEHL.JPG,FRTFaces/noisecropAM02NEHL.JPG,0.8,0.2,0.8,0.2,left
FRTFaces/cropAF12NEHR.JPG,FRTFaces/noisecropAF12NEHR.JPG,FRTFaces/cropAF03NEHL.JPG,FRTFaces/noisecropAF03NEHL.JPG,0.8,0.2,0.8,0.2,right
FRTFaces/cropAM07NEHR.JPG,FRTFaces/noisecropAM07NEHR.JPG,FRTFaces/cropAM07NEHL.JPG,FRTFaces/noisecropAM07NEHL.JPG,0.8,0.2,0.8,0.2,left
FRTFaces/cropAF26NEHR.JPG,FRTFaces/noisecropAF26NEHR.JPG,FRTFaces/cropAF26NEHL.JPG,FRTFaces/noisecropAF26NEHL.JPG,0.8,0.2,0.8,0.2,left
FRTFaces/cropAM21NEHR.JPG,FRTFaces/noisecropAM21NEHR.JPG,FRTFaces/cropAM26NEHL.JPG,FRTFaces/noisecropAM26NEHL.JPG,0.8,0.2,0.8,0.2,right
FRTFaces/cropAF29NEHR.JPG,FRTFaces/noisecropAF29NEHR.JPG,FRTFaces/cropAF29NEHL.JPG,FRTFaces/noisecropAF29NEHL.JPG,0.7,0.3,0.7,0.3,left
FRTFaces/cropAF17NEHR.JPG,FRTFaces/noisecropAF17NEHR.JPG,FRTFaces/cropAF17NEHL.JPG,FRTFaces/noisecropAF17NEHL.JPG,0.7,0.3,0.7,0.3,left
FRTFaces/cropAF16NEHR.JPG,FRTFaces/noisecropAF16NEHR.JPG,FRTFaces/cropAF09NEHL.JPG,FRTFaces/noisecropAF09NEHL.JPG,0.7,0.3,0.7,0.3,right
FRTFaces/cropAM35NEHR.JPG,FRTFaces/noisecropAM35NEHR.JPG,FRTFaces/cropAM01NEHL.JPG,FRTFaces/noisecropAM01NEHL.JPG,0.7,0.3,0.7,0.3,right
FRTFaces/cropAM19NEHR.JPG,FRTFaces/noisecropAM19NEHR.JPG,FRTFaces/cropAM19NEHL.JPG,FRTFaces/noisecropAM19NEHL.JPG,0.7,0.3,0.7,0.3,left
FRTFaces/cropAF34NEHR.JPG,FRTFaces/noisecropAF34NEHR.JPG,FRTFaces/cropAF34NEHL.JPG,FRTFaces/noisecropAF34NEHL.JPG,0.7,0.3,0.7,0.3,left
FRTFaces/cropAM05NEHR.JPG,FRTFaces/noisecropAM05NEHR.JPG,FRTFaces/cropAM05NEHL.JPG,FRTFaces/noisecropAM05NEHL.JPG,0.7,0.3,0.7,0.3,left
FRTFaces/cropAM31NEHR.JPG,FRTFaces/noisecropAM31NEHR.JPG,FRTFaces/cropAM31NEHL.JPG,FRTFaces/noisecropAM31NEHL.JPG,0.7,0.3,0.7,0.3,left
FRTFaces/cropAF18NEHR.JPG,FRTFaces/noisecropAF18NEHR.JPG,FRTFaces/cropAF14NEHL.JPG,FRTFaces/noisecropAF14NEHL.JPG,0.7,0.3,0.7,0.3,right
FRTFaces/cropAM29NEHR.JPG,FRTFaces/noisecropAM29NEHR.JPG,FRTFaces/cropAM02NEHL.JPG,FRTFaces/noisecropAM02NEHL.JPG,0.7,0.3,0.7,0.3,right
FRTFaces/cropAF19NEHR.JPG,FRTFaces/noisecropAF19NEHR.JPG,FRTFaces/cropAF15NEHL.JPG,FRTFaces/noisecropAF15NEHL.JPG,0.7,0.3,0.7,0.3,right
FRTFaces/cropAM07NEHR.JPG,FRTFaces/noisecropAM07NEHR.JPG,FRTFaces/cropAM03NEHL.JPG,FRTFaces/noisecropAM03NEHL.JPG,0.7,0.3,0.7,0.3,right
FRTFaces/cropAF24NEHR.JPG,FRTFaces/noisecropAF24NEHR.JPG,FRTFaces/cropAF24NEHL.JPG,FRTFaces/noisecropAF24NEHL.JPG,0.6,0.4,0.6,0.4,left
FRTFaces/cropAF29NEHR.JPG,FRTFaces/noisecropAF29NEHR.JPG,FRTFaces/cropAF17NEHL.JPG,FRTFaces/noisecropAF17NEHL.JPG,0.6,0.4,0.6,0.4,right
FRTFaces/cropAM19NEHR.JPG,FRTFaces/noisecropAM19NEHR.JPG,FRTFaces/cropAM04NEHL.JPG,FRTFaces/noisecropAM04NEHL.JPG,0.6,0.4,0.6,0.4,right
FRTFaces/cropAM11NEHR.JPG,FRTFaces/noisecropAM11NEHR.JPG,FRTFaces/cropAM11NEHL.JPG,FRTFaces/noisecropAM11NEHL.JPG,0.6,0.4,0.6,0.4,left
FRTFaces/cropAM20NEHR.JPG,FRTFaces/noisecropAM20NEHR.JPG,FRTFaces/cropAM20NEHL.JPG,FRTFaces/noisecropAM20NEHL.JPG,0.6,0.4,0.6,0.4,left
FRTFaces/cropAF15NEHR.JPG,FRTFaces/noisecropAF15NEHR.JPG,FRTFaces/cropAF15NEHL.JPG,FRTFaces/noisecropAF15NEHL.JPG,0.6,0.4,0.6,0.4,left
FRTFaces/cropAF26NEHR.JPG,FRTFaces/noisecropAF26NEHR.JPG,FRTFaces/cropAF20NEHL.JPG,FRTFaces/noisecropAF20NEHL.JPG,0.6,0.4,0.6,0.4,right
FRTFaces/cropAM17NEHR.JPG,FRTFaces/noisecropAM17NEHR.JPG,FRTFaces/cropAM05NEHL.JPG,FRTFaces/noisecropAM05NEHL.JPG,0.6,0.4,0.6,0.4,right
FRTFaces/cropAF22NEHR.JPG,FRTFaces/noisecropAF22NEHR.JPG,FRTFaces/cropAF21NEHL.JPG,FRTFaces/noisecropAF21NEHL.JPG,0.6,0.4,0.6,0.4,right
FRTFaces/cropAM31NEHR.JPG,FRTFaces/noisecropAM31NEHR.JPG,FRTFaces/cropAM06NEHL.JPG,FRTFaces/noisecropAM06NEHL.JPG,0.6,0.4,0.6,0.4,right
FRTFaces/cropAM26NEHR.JPG,FRTFaces/noisecropAM26NEHR.JPG,FRTFaces/cropAM26NEHL.JPG,FRTFaces/noisecropAM26NEHL.JPG,0.6,0.4,0.6,0.4,left
FRTFaces/cropAF19NEHR.JPG,FRTFaces/noisecropAF19NEHR.JPG,FRTFaces/cropAF19NEHL.JPG,FRTFaces/noisecropAF19NEHL.JPG,0.6,0.4,0.6,0.4,left
FRTFaces/cropAF34NEHR.JPG,FRTFaces/noisecropAF34NEHR.JPG,FRTFaces/cropAF24NEHL.JPG,FRTFaces/noisecropAF24NEHL.JPG,0.5,0.5,0.5,0.5,right
FRTFaces/cropAF18NEHR.JPG,FRTFaces/noisecropAF18NEHR.JPG,FRTFaces/cropAF18NEHL.JPG,FRTFaces/noisecropAF18NEHL.JPG,0.5,0.5,0.5,0.5,left
FRTFaces/cropAM01NEHR.JPG,FRTFaces/noisecropAM01NEHR.JPG,FRTFaces/cropAM01NEHL.JPG,FRTFaces/noisecropAM01NEHL.JPG,0.5,0.5,0.5,0.5,left
FRTFaces/cropAF20NEHR.JPG,FRTFaces/noisecropAF20NEHR.JPG,FRTFaces/cropAF20NEHL.JPG,FRTFaces/noisecropAF20NEHL.JPG,0.5,0.5,0.5,0.5,left
FRTFaces/cropAM11NEHR.JPG,FRTFaces/noisecropAM11NEHR.JPG,FRTFaces/cropAM10NEHL.JPG,FRTFaces/noisecropAM10NEHL.JPG,0.5,0.5,0.5,0.5,right
FRTFaces/cropAM29NEHR.JPG,FRTFaces/noisecropAM29NEHR.JPG,FRTFaces/cropAM29NEHL.JPG,FRTFaces/noisecropAM29NEHL.JPG,0.5,0.5,0.5,0.5,left
FRTFaces/cropAM33NEHR.JPG,FRTFaces/noisecropAM33NEHR.JPG,FRTFaces/cropAM20NEHL.JPG,FRTFaces/noisecropAM20NEHL.JPG,0.5,0.5,0.5,0.5,right
FRTFaces/cropAF10NEHR.JPG,FRTFaces/noisecropAF10NEHR.JPG,FRTFaces/cropAF03NEHL.JPG,FRTFaces/noisecropAF03NEHL.JPG,0.5,0.5,0.5,0.5,right
FRTFaces/cropAM26NEHR.JPG,FRTFaces/noisecropAM26NEHR.JPG,FRTFaces/cropAM21NEHL.JPG,FRTFaces/noisecropAM21NEHL.JPG,0.5,0.5,0.5,0.5,right
FRTFaces/cropAF09NEHR.JPG,FRTFaces/noisecropAF09NEHR.JPG,FRTFaces/cropAF16NEHL.JPG,FRTFaces/noisecropAF16NEHL.JPG,0.5,0.5,0.5,0.5,right
FRTFaces/cropAM03NEHR.JPG,FRTFaces/noisecropAM03NEHR.JPG,FRTFaces/cropAM03NEHL.JPG,FRTFaces/noisecropAM03NEHL.JPG,0.5,0.5,0.5,0.5,left
FRTFaces/cropAF12NEHR.JPG,FRTFaces/noisecropAF12NEHR.JPG,FRTFaces/cropAF12NEHL.JPG,FRTFaces/noisecropAF12NEHL.JPG,0.5,0.5,0.5,0.5,left
FRTFaces/cropAF14NEHR.JPG,FRTFaces/noisecropAF14NEHR.JPG,FRTFaces/cropAF18NEHL.JPG,FRTFaces/noisecropAF18NEHL.JPG,0.4,0.6,0.4,0.6,right
FRTFaces/cropAM01NEHR.JPG,FRTFaces/noisecropAM01NEHR.JPG,FRTFaces/cropAM35NEHL.JPG,FRTFaces/noisecropAM35NEHL.JPG,0.4,0.6,0.4,0.6,right
FRTFaces/cropAF15NEHR.JPG,FRTFaces/noisecropAF15NEHR.JPG,FRTFaces/cropAF19NEHL.JPG,FRTFaces/noisecropAF19NEHL.JPG,0.4,0.6,0.4,0.6,right
FRTFaces/cropAF17NEHR.JPG,FRTFaces/noisecropAF17NEHR.JPG,FRTFaces/cropAF29NEHL.JPG,FRTFaces/noisecropAF29NEHL.JPG,0.4,0.6,0.4,0.6,right
FRTFaces/cropAM04NEHR.JPG,FRTFaces/noisecropAM04NEHR.JPG,FRTFaces/cropAM04NEHL.JPG,FRTFaces/noisecropAM04NEHL.JPG,0.4,0.6,0.4,0.6,left
FRTFaces/cropAM17NEHR.JPG,FRTFaces/noisecropAM17NEHR.JPG,FRTFaces/cropAM17NEHL.JPG,FRTFaces/noisecropAM17NEHL.JPG,0.4,0.6,0.4,0.6,left
FRTFaces/cropAF26NEHR.JPG,FRTFaces/noisecropAF26NEHR.JPG,FRTFaces/cropAF26NEHL.JPG,FRTFaces/noisecropAF26NEHL.JPG,0.4,0.6,0.4,0.6,left
FRTFaces/cropAM06NEHR.JPG,FRTFaces/noisecropAM06NEHR.JPG,FRTFaces/cropAM06NEHL.JPG,FRTFaces/noisecropAM06NEHL.JPG,0.4,0.6,0.4,0.6,left
FRTFaces/cropAM02NEHR.JPG,FRTFaces/noisecropAM02NEHR.JPG,FRTFaces/cropAM29NEHL.JPG,FRTFaces/noisecropAM29NEHL.JPG,0.4,0.6,0.4,0.6,right
FRTFaces/cropAF22NEHR.JPG,FRTFaces/noisecropAF22NEHR.JPG,FRTFaces/cropAF22NEHL.JPG,FRTFaces/noisecropAF22NEHL.JPG,0.4,0.6,0.4,0.6,left
FRTFaces/cropAM03NEHR.JPG,FRTFaces/noisecropAM03NEHR.JPG,FRTFaces/cropAM07NEHL.JPG,FRTFaces/noisecropAM07NEHL.JPG,0.4,0.6,0.4,0.6,right
FRTFaces/cropAF03NEHR.JPG,FRTFaces/noisecropAF03NEHR.JPG,FRTFaces/cropAF03NEHL.JPG,FRTFaces/noisecropAF03NEHL.JPG,0.4,0.6,0.4,0.6,left
