trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Word,Phono_N,IMG,ITI,NoF,FAM,LgSUBTLWF,BG_Freq_By_Pos,Length,CNC,Sem_N,cognate,Order,Ortho_N,NoS,key_resp_2.keys,key_resp_2.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,,,,,,,5,0.795097112656,2018_Feb_20_2134,60.2032177823,LexicalDecision,001,,
