Word,Phono_N,IMG,ITI,NoF,FAM,LgSUBTLWF,BG_Freq_By_Pos,Length,CNC,Sem_N,cognate,Order,Ortho_N,NoS,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_2.keys,key_resp_2.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,,,,,,,5,5.06991410255,2018_Feb_20_2133,60.0928979756,LexicalDecision,001,,
medal,12,529,3.84,14,494,2.009,903,5,571,2429,y,1,3,1,0,0,0,0,,,2018_Feb_20_2133,60.0928979756,LexicalDecision,001,,
