DMSBeh1_DMS_Cap,DMSBeh1_RelLoad01_RT,DMSBeh1_RelLoad02_RT,DMSBeh1_RelLoad03_RT,DMSBeh1_RelLoad04_RT,DMSBeh1_RelLoad05_RT,DMSBeh1_RelLoad01_Acc,DMSBeh1_RelLoad02_Acc,DMSBeh1_RelLoad03_Acc,DMSBeh1_RelLoad04_Acc,DMSBeh1_RelLoad05_Acc,DMSBeh1_RelLoad01_NResp,DMSBeh1_RelLoad02_NResp,DMSBeh1_RelLoad03_NResp,DMSBeh1_RelLoad04_NResp,DMSBeh1_RelLoad05_NResp,VSTMBeh1_VSTM_Cap,VSTMBeh1_RelLoad01_RT,VSTMBeh1_RelLoad02_RT,VSTMBeh1_RelLoad03_RT,VSTMBeh1_RelLoad04_RT,VSTMBeh1_RelLoad05_RT,VSTMBeh1_RelLoad01_Acc,VSTMBeh1_RelLoad02_Acc,VSTMBeh1_RelLoad03_Acc,VSTMBeh1_RelLoad04_Acc,VSTMBeh1_RelLoad05_Acc,VSTMBeh1_RelLoad01_NResp,VSTMBeh1_RelLoad02_NResp,VSTMBeh1_RelLoad03_NResp,VSTMBeh1_RelLoad04_NResp,VSTMBeh1_RelLoad05_NResp,AAsubid,AAVisid,AAChecked
6.0,0.5195086166665229,0.7277096435003235,1.2474899461655393,1.122752744002355,0.8808240853334913,1.0,1.0,0.8333333333333334,0.8333333333333334,0.6666666666666666,6,6,6,6,6,6.7778,0.7481666666666666,0.7923333333333334,0.6978333333333334,0.9971666666666668,1.2994999999999999,0.5,0.6666666666666666,0.5,0.5,0.3333333333333333,6,6,6,6,6,1002004,2019_Jun_18_1245_V001,0
