text.started,text.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.started,mouse.stopped,polygon.started,polygon.stopped,participant,session,date,expName,psychopyVersion,frameRate,
12.293449691031128,None,-0.2866666666666667,0.14333333333333334,0,0,0,2.723000943660736e-05,None,,,,001,2019_Jul_22_1731,Tester,3.1.0,59.90621228183488,
,,,,,,,,,12.293449691031128,None,,,,,,,
