Trial,Load,Resp,RT,CorrectRT,ProbeType,ProbeLoc,ProbeList
1,1,1,1.091,1.0908,1, 22,22,
2,2,1,0.603,0.6031,0, 18,17,35,
3,3,1,0.785,0.7849,1, 31,10,9,31,
4,4,0,1.081,0.0000,1, 1,24,34,1,6,
