Trial,Load,Resp,RT,CorrectRT,ProbeType,ProbeLoc,ProbeList
1,1,1,0.641,0.6410,1, 31,31,
2,2,1,0.617,0.6170,0, 34,8,5,
3,3,1,0.703,0.7031,0, 23,22,11,16,
4,4,0,0.455,0.0000,1, 15,32,26,15,4,
UserEscape
