Choice8,Stimulus,Choice5,Choice6,Choice7,Choice1,Choice2,Choice3,Choice4,Corr,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,StartPractice.keys,StartPractice.rt,GetReadyResp.keys,GetReadyResp.rt,key_resp_2.keys,key_resp_2.corr,Participant ID,date,expName,session,frameRate,
,,,,,,,,,,,,,,return,0.49393081665,,,,,9999999,2018_Nov_06_1500,Matrices,01,60.0100152518,
,,,,,,,,,,,,,,,,return,0.386433124542,,,9999999,2018_Nov_06_1500,Matrices,01,60.0100152518,
../../MatricesImages/AltBMatrix1Choice8.bmp,../../MatricesImages/AltBMatrix1.bmp,../../MatricesImages/AltBMatrix1Choice5.bmp,../../MatricesImages/AltBMatrix1Choice6.bmp,../../MatricesImages/AltBMatrix1Choice7.bmp,../../MatricesImages/AltBMatrix1Choice1.bmp,../../MatricesImages/AltBMatrix1Choice2.bmp,../../MatricesImages/AltBMatrix1Choice3.bmp,../../MatricesImages/AltBMatrix1Choice4.bmp,2,0,0,0,0,,,,,None,0,9999999,2018_Nov_06_1500,Matrices,01,60.0100152518,
