key_resp_2.keys,key_resp_2.rt,date,expName,frameRate,ParticipantID,
5,151.321405172,2018_Mar_20_1632,LexicalDecision,59.9570867599,99999999,
,,2018_Mar_20_1632,LexicalDecision,59.9570867599,99999999,
,,2018_Mar_20_1632,LexicalDecision,59.9570867599,99999999,
,,2018_Mar_20_1632,LexicalDecision,59.9570867599,99999999,
,,2018_Mar_20_1632,LexicalDecision,59.9570867599,99999999,
,,2018_Mar_20_1632,LexicalDecision,59.9570867599,99999999,
,,2018_Mar_20_1632,LexicalDecision,59.9570867599,99999999,
,,2018_Mar_20_1632,LexicalDecision,59.9570867599,99999999,
,,2018_Mar_20_1632,LexicalDecision,59.9570867599,99999999,
,,2018_Mar_20_1632,LexicalDecision,59.9570867599,99999999,
,,2018_Mar_20_1632,LexicalDecision,59.9570867599,99999999,
,,2018_Mar_20_1632,LexicalDecision,59.9570867599,99999999,
,,2018_Mar_20_1632,LexicalDecision,59.9570867599,99999999,
,,2018_Mar_20_1632,LexicalDecision,59.9570867599,99999999,
,,2018_Mar_20_1632,LexicalDecision,59.9570867599,99999999,
,,2018_Mar_20_1632,LexicalDecision,59.9570867599,99999999,
,,2018_Mar_20_1632,LexicalDecision,59.9570867599,99999999,
,,2018_Mar_20_1632,LexicalDecision,59.9570867599,99999999,
,,2018_Mar_20_1632,LexicalDecision,59.9570867599,99999999,
,,2018_Mar_20_1632,LexicalDecision,59.9570867599,99999999,
,,2018_Mar_20_1632,LexicalDecision,59.9570867599,99999999,
,,2018_Mar_20_1632,LexicalDecision,59.9570867599,99999999,
,,2018_Mar_20_1632,LexicalDecision,59.9570867599,99999999,
,,2018_Mar_20_1632,LexicalDecision,59.9570867599,99999999,
,,2018_Mar_20_1632,LexicalDecision,59.9570867599,99999999,
,,2018_Mar_20_1632,LexicalDecision,59.9570867599,99999999,
,,2018_Mar_20_1632,LexicalDecision,59.9570867599,99999999,
,,2018_Mar_20_1632,LexicalDecision,59.9570867599,99999999,
,,2018_Mar_20_1632,LexicalDecision,59.9570867599,99999999,
,,2018_Mar_20_1632,LexicalDecision,59.9570867599,99999999,
,,2018_Mar_20_1632,LexicalDecision,59.9570867599,99999999,
,,2018_Mar_20_1632,LexicalDecision,59.9570867599,99999999,
,,2018_Mar_20_1632,LexicalDecision,59.9570867599,99999999,
,,2018_Mar_20_1632,LexicalDecision,59.9570867599,99999999,
,,2018_Mar_20_1632,LexicalDecision,59.9570867599,99999999,
,,2018_Mar_20_1632,LexicalDecision,59.9570867599,99999999,
,,2018_Mar_20_1632,LexicalDecision,59.9570867599,99999999,
,,2018_Mar_20_1632,LexicalDecision,59.9570867599,99999999,
,,2018_Mar_20_1632,LexicalDecision,59.9570867599,99999999,
,,2018_Mar_20_1632,LexicalDecision,59.9570867599,99999999,
,,2018_Mar_20_1632,LexicalDecision,59.9570867599,99999999,
,,2018_Mar_20_1632,LexicalDecision,59.9570867599,99999999,
,,2018_Mar_20_1632,LexicalDecision,59.9570867599,99999999,
,,2018_Mar_20_1632,LexicalDecision,59.9570867599,99999999,
,,2018_Mar_20_1632,LexicalDecision,59.9570867599,99999999,
,,2018_Mar_20_1632,LexicalDecision,59.9570867599,99999999,
,,2018_Mar_20_1632,LexicalDecision,59.9570867599,99999999,
,,2018_Mar_20_1632,LexicalDecision,59.9570867599,99999999,
,,2018_Mar_20_1632,LexicalDecision,59.9570867599,99999999,
,,2018_Mar_20_1632,LexicalDecision,59.9570867599,99999999,
,,2018_Mar_20_1632,LexicalDecision,59.9570867599,99999999,
,,2018_Mar_20_1632,LexicalDecision,59.9570867599,99999999,
