key_resp_2.keys,key_resp_2.rt,date,expName,frameRate,ParticipantID,
5,1.55175805092,2018_Mar_14_2125,LexicalDecision,60.0402529696,99999999,
,,2018_Mar_14_2125,LexicalDecision,60.0402529696,99999999,
,,2018_Mar_14_2125,LexicalDecision,60.0402529696,99999999,
,,2018_Mar_14_2125,LexicalDecision,60.0402529696,99999999,
,,2018_Mar_14_2125,LexicalDecision,60.0402529696,99999999,
,,2018_Mar_14_2125,LexicalDecision,60.0402529696,99999999,
,,2018_Mar_14_2125,LexicalDecision,60.0402529696,99999999,
,,2018_Mar_14_2125,LexicalDecision,60.0402529696,99999999,
,,2018_Mar_14_2125,LexicalDecision,60.0402529696,99999999,
,,2018_Mar_14_2125,LexicalDecision,60.0402529696,99999999,
,,2018_Mar_14_2125,LexicalDecision,60.0402529696,99999999,
,,2018_Mar_14_2125,LexicalDecision,60.0402529696,99999999,
,,2018_Mar_14_2125,LexicalDecision,60.0402529696,99999999,
,,2018_Mar_14_2125,LexicalDecision,60.0402529696,99999999,
,,2018_Mar_14_2125,LexicalDecision,60.0402529696,99999999,
,,2018_Mar_14_2125,LexicalDecision,60.0402529696,99999999,
,,2018_Mar_14_2125,LexicalDecision,60.0402529696,99999999,
,,2018_Mar_14_2125,LexicalDecision,60.0402529696,99999999,
,,2018_Mar_14_2125,LexicalDecision,60.0402529696,99999999,
,,2018_Mar_14_2125,LexicalDecision,60.0402529696,99999999,
,,2018_Mar_14_2125,LexicalDecision,60.0402529696,99999999,
,,2018_Mar_14_2125,LexicalDecision,60.0402529696,99999999,
,,2018_Mar_14_2125,LexicalDecision,60.0402529696,99999999,
,,2018_Mar_14_2125,LexicalDecision,60.0402529696,99999999,
,,2018_Mar_14_2125,LexicalDecision,60.0402529696,99999999,
,,2018_Mar_14_2125,LexicalDecision,60.0402529696,99999999,
,,2018_Mar_14_2125,LexicalDecision,60.0402529696,99999999,
,,2018_Mar_14_2125,LexicalDecision,60.0402529696,99999999,
,,2018_Mar_14_2125,LexicalDecision,60.0402529696,99999999,
,,2018_Mar_14_2125,LexicalDecision,60.0402529696,99999999,
,,2018_Mar_14_2125,LexicalDecision,60.0402529696,99999999,
,,2018_Mar_14_2125,LexicalDecision,60.0402529696,99999999,
,,2018_Mar_14_2125,LexicalDecision,60.0402529696,99999999,
,,2018_Mar_14_2125,LexicalDecision,60.0402529696,99999999,
,,2018_Mar_14_2125,LexicalDecision,60.0402529696,99999999,
,,2018_Mar_14_2125,LexicalDecision,60.0402529696,99999999,
,,2018_Mar_14_2125,LexicalDecision,60.0402529696,99999999,
,,2018_Mar_14_2125,LexicalDecision,60.0402529696,99999999,
,,2018_Mar_14_2125,LexicalDecision,60.0402529696,99999999,
,,2018_Mar_14_2125,LexicalDecision,60.0402529696,99999999,
,,2018_Mar_14_2125,LexicalDecision,60.0402529696,99999999,
,,2018_Mar_14_2125,LexicalDecision,60.0402529696,99999999,
,,2018_Mar_14_2125,LexicalDecision,60.0402529696,99999999,
,,2018_Mar_14_2125,LexicalDecision,60.0402529696,99999999,
,,2018_Mar_14_2125,LexicalDecision,60.0402529696,99999999,
,,2018_Mar_14_2125,LexicalDecision,60.0402529696,99999999,
