key_resp_2.keys,key_resp_2.rt,date,expName,frameRate,ParticipantID,
5,1.96782112122,2018_Mar_14_2132,LexicalDecision,59.9340401818,99999999,
,,2018_Mar_14_2132,LexicalDecision,59.9340401818,99999999,
,,2018_Mar_14_2132,LexicalDecision,59.9340401818,99999999,
,,2018_Mar_14_2132,LexicalDecision,59.9340401818,99999999,
,,2018_Mar_14_2132,LexicalDecision,59.9340401818,99999999,
,,2018_Mar_14_2132,LexicalDecision,59.9340401818,99999999,
,,2018_Mar_14_2132,LexicalDecision,59.9340401818,99999999,
,,2018_Mar_14_2132,LexicalDecision,59.9340401818,99999999,
,,2018_Mar_14_2132,LexicalDecision,59.9340401818,99999999,
,,2018_Mar_14_2132,LexicalDecision,59.9340401818,99999999,
,,2018_Mar_14_2132,LexicalDecision,59.9340401818,99999999,
,,2018_Mar_14_2132,LexicalDecision,59.9340401818,99999999,
,,2018_Mar_14_2132,LexicalDecision,59.9340401818,99999999,
,,2018_Mar_14_2132,LexicalDecision,59.9340401818,99999999,
,,2018_Mar_14_2132,LexicalDecision,59.9340401818,99999999,
,,2018_Mar_14_2132,LexicalDecision,59.9340401818,99999999,
,,2018_Mar_14_2132,LexicalDecision,59.9340401818,99999999,
,,2018_Mar_14_2132,LexicalDecision,59.9340401818,99999999,
,,2018_Mar_14_2132,LexicalDecision,59.9340401818,99999999,
,,2018_Mar_14_2132,LexicalDecision,59.9340401818,99999999,
,,2018_Mar_14_2132,LexicalDecision,59.9340401818,99999999,
,,2018_Mar_14_2132,LexicalDecision,59.9340401818,99999999,
,,2018_Mar_14_2132,LexicalDecision,59.9340401818,99999999,
,,2018_Mar_14_2132,LexicalDecision,59.9340401818,99999999,
,,2018_Mar_14_2132,LexicalDecision,59.9340401818,99999999,
,,2018_Mar_14_2132,LexicalDecision,59.9340401818,99999999,
,,2018_Mar_14_2132,LexicalDecision,59.9340401818,99999999,
,,2018_Mar_14_2132,LexicalDecision,59.9340401818,99999999,
,,2018_Mar_14_2132,LexicalDecision,59.9340401818,99999999,
,,2018_Mar_14_2132,LexicalDecision,59.9340401818,99999999,
